label,text
negative,AgenciesMazhar Mohammad of Chartviewindiain said technical indicators are turning mixed as the weekly MACD chart has generated a buy signal giving an edge to the bullsNEW DELHI The Nifty Realty index traded negative around AMISTon Friday in a weak market    Macrotech Developersup  per cent were among the top gainers    DLFdown  per cent Prestige Estates Projectsdown  per cent Phoenix Millsdown  per cent Godrej Propertiesdown  per cent and Oberoi Realtydown  per cent were the top losers on the index    The Nifty Realty index was down  per cent at  at the time of writing this report    Benchmark NSE Nifty index was down  points at  while the BSE Sensex was down  points at     Among the  stocks in the Nifty index  were trading in the green while  were in the red    Shares of Vodafone Idea JP Power LT Fin Holding Shree Ren Sug and Suzlon Energy were among the most traded shares on the NSE    Shares of Borosil Renewables Marathon Nextgen OnMobile Global Navkar Corp and Texmaco Rail hit their fresh week highs in todays trade while Akash InfraProj Birla Tyres Supreme Infra and SP Refractories Ltd hit fresh week lows in trad
positive,AgenciesTreasury income is expected to decline during the current fiscal in a rising bond yield scenarioBank credit is expected to grow by up to double digit levels on FY as large corporates come back to banks among rising yields in addition to a pickup in demand from retail and MSMEs but credit quality could come under pressure to war related issues and also as moratorium ends according to ratings firm Icra  Bank credit could rise by upto  percent in FY compared to an estimated  percent for FYand  percent in FY as credit provisions according to Icra The ratings agency has said that banking credit growth would come from nonfood segment credit growth which continues to be driven by retail and MSME segments and partially by colending arrangements with nonbanking finance companies NBFCs in its latest research note on the financial sector  Wholesale credit growth would be supported by demand shift from debt capital market to bank credit in a rising yield scenario as was seen in FY Icra said and it expects outlook for banks to be Stable in FY based on continued improvement in earnings driven by improved credit growth   Treasury income is expected to decline during the current fiscal in a rising bond yield scenario Yet the return on assets RoA is estimated to improve supported by improved credit growth and decline in credit provisioning as legacy net stressed assets continue to decline   But there are challenge as restructured loan books exit moratorium as also the macro challenges of the Russia Ukraine war œFor the sector challenges emanate from performance of restructured loan book which poses uncertainty to asset quality as these loans exit moratorium said Anil Gupta vice president Icra Also RussiaUkraine conflict poses macroeconomic challenges related to cost inflation higher interest rates and exchange rate volatility this could pressurise asset quality Elevated level of overdue loans in retail and MSME segments postCovid also remain a concern  In terms of asset quality the gross nonperforming advances are expected to decline to  percent by March  as against estimate of  percent by March  Credit and other provisions are estimated to decline to  percent of advances in FY as against estimated  percent in FY But deposit growth it is expected to slowdown to  percent in FY from an estimated  percent in FY and  percent in FY
positive,AFPBosch said its consolidated revenue from operations in FY was at Rs  crore in comparison to Rs  crore in FYBosch Ltd Managing Director and Bosch Group India President Soumitra Bhattacharya said  marks  years of Bosch in India and this significant landmark and heritage was complemented by a positive revenue growth curve throughout FY Analyst Shrikant Chouhan Head of Equity Research Retail at Kotak SecuritiesAuto components major Bosch Ltd on Thursday reported a  per cent decline in consolidated net profit at Rs  crore in the fourth quarter ended March  dragged down by higher expenses The company had posted a consolidated net profit of Rs  crore in the same period previous fiscal Bosch Ltd said in a regulatory filing  Consolidated revenue from operations during the period under review stood at Rs  crore as against Rs  crore in the yearago period it added  Total expenses in the fourth quarter were higher at Rs  crore as compared to Rs  crore a year ago it added  For the fiscal ended March   consolidated net profit was at Rs  crore It stood at Rs  crore in the previous fiscal the company said  Bosch said its consolidated revenue from operations in FY was at Rs  crore in comparison to Rs  crore in FY  The company said its board of directors recommended a dividend of Rs  per equity share of Rs  each In addition it has recommended a dividend of Rs  per share of Rs  each to commemorate  years of Bosch in India in  aggregating to a final dividend of Rs  per equity share for the financial year   Bosch Ltd Managing Director and Bosch Group India President Soumitra Bhattacharya said  marks  years of Bosch in India and this significant landmark and heritage was complemented by a positive revenue growth curve throughout FY   Amid the multifaceted challenges faced by the automotive industry Boschs mobility business demonstrated resilience and recorded a fasterthanmarket recovery rate on a par with the alltime high posted in  he said  Bhattacharya said the company will continue to capitalise inorganic opportunities to expand its digital mobility business by leveraging its mobility cloud platform and mobility marketplace for newage mobility players while actively growing the companys acquisitions and mergers pipeline  While appreciating various initiatives like PLI and scrappage policy implemented by the Centre towards supporting the auto industry he however said it is vital to create a clear roadmap to support the industry to further invest and create a stable environment  While these policies have provided an impetus for the auto sector to accelerate growth the constant changes in regulations have caused challenges for the industry in working towards achieving the set targets he said  It is imperative for the government and the mobility ecosystem to align their vision and insights and take steps in the direction of streamlining the auto industrys future Bhattacharya asserted  On the road ahead he said Bosch Ltd is investing in hydrogenbased technologies  both for mobility and stationary applications  We are in discussion with customers and partners in India to bring advanced hydrogenbased powertrain and fuelcell technologies to the market With electromobility set to go mainstream Bosch has taken the first step towards introducing lowcarbon transportation and aiding the construction of a sustainable and carbonneutral mobility ecosystem in India he said We
positive,ReutersStocks in focus RIL Tata Motors Infosys IIFL Securities Apollo Hospitals Punjab National Bank NBCC and moreThe share price of Marico Ltd dropped  per cent to Rs  at PM IST in Wednesdays trade The scrip has hit a high of Rs  and low of Rs  so far during the session The stock had closed at Rs  in the previous session    The counter has had a total traded volume of  shares so far with a value of Rs  crore on the NSE It traded at a pricetoearnings multiple of  and a pricetobook ratio of     A higher pricetoearnings ratio shows investors are willing to pay a higher price for per rupee earnings given by the stock because of better future growth expectations  ETMarkets Smart Talk Srikanth Subramanian decodes factors that could derail momentum on DSt  The pricetobook value indicates the inherent value of a company and reflects the price investors are willing to pay even for no growth in the business    The scrip gained  per cent during the past one year while the share index advanced  per cent during the same period    Marico Ltd belongs to the Personal Care industry     PromotorFII Holding  Promoters held  per cent stake in the company as of Mar while overseas investors and domestic institutional investors ownership stood at  per cent and  per cent respectively     Key Financials  The company reported consolidated sales of Rs  crore for the quarter ended Mar down  per cent from the previous quarters Rs  crore and down  per cent from the yearago quarters Rs  crore    Profit for the latest quarter stood at Rs  crore up  per cent from the same quarter a year ago
negative,iStockRelatedAfter rallying  in  years this IT stock is showing weakness Whats aheadHDFC twins TCS Infosys among top wealth destroyersNew Delhi The latest round of selloff in the Indian equity market has pushed the benchmark indices about  per cent lower in just five sessions thanks to a sharp fall in select index heavyweights and IT counters In the five trading sessions between April  BSE Sensex has tumbled about  per cent whereas its NSEs counterpart Nifty has marginally outperformed the BSEs barometer with a  per cent drop  However secondrung stocks have outperformed their headline peers as BSE midcap and smallcap indices tumbled about  per cent each BSE index which constitutes about  per cent of BSE market cap is down by  per cent  Unabated foreign fund outflows rising inflationary concerns spike in crude oil price disappointing India Inc earnings and geopolitical worries due to war between Russia and Ukraine have made investors nervous said market experts  œIn the near term there is no change of view about avoiding the financials but once the corporate cycle kicks back once we see the bank balance sheet starts expanding with pricing power that is when we will change our view and by that time we will get a lot of these companies at fairly attractive valuations says Kenneth Andrade CIO Old Bridge Capital Management  As a word of caution in an interview with ET Now Trideep Bhattacharya CIO Edelweiss AMC said investors should beware of volatility in the equity market and should invest in tranches for the next  months MORE STORIES FOR YOUœAfter rallying  in  years this IT stock is showing weakness Whats aheadHDFC twins TCS Infosys among top wealth destroyersÂ Back to recommendation storiesI dont want to see these stories becauseThey are not relevant to meThey disrupt the reading flowOthersSUBMIT œWe are positive on domestic cyclicals in the form of industrials lending financials direct and indirect plays of real estate from a portfolio construction whereas stay neutral to negative in pharma IT services consumer staples and utilities he added  According to data from Ace Equity as many as  stocks on BSE  have registered a doubledigit drop since April  Majority of the names are from tierII and tierIII categories with a fall of up to  per cent  Interestingly  per cent of stocks or  of them on the BSE index have delivered negative returns to investors during the period under review  The list of laggards is topped by Bajaj Holdings  Investment which has dropped  per cent The NBFC scrip settled at Rs  on April  from Rs  on April   Midcap IT companies including Zensar Technologies LT Technology Services and Mindtree are other companies that tanked  per cent each  After a decent set of numbers in the March  quarter brokerage firm Axis Securities is positive on MindTree with a buy rating and a target price of Rs  However ICICIDirect has maintained a Hold rating on the stock  IT major Infosys has also tumbled about  per cent during the same period after reporting disappointing numbers in the quarter ended March  The results failed analysts on multiple parameters  Majority of the brokerages including Jefferies Morgan Stanley JP Morgan CLSA and Nomura have cut target prices on Infosys by  per cent after the fourth quarter numbers came in below expectations  Alok Industries and Brightcom Group also tumbled  per cent each followed by a  per cent drop in Intellect Design Arena Birlasoft Housing Development Finance Corporation and Indiabulls Real Estate each   ETMarketscom Yes Bank Happiest Minds Mastek Tata Teleservices and Vodafone Idea tanked a dozen per cent each whereas Tata Elxsi HDFC Bank Persistent Systems KPIT Technologies Tata Power dropped  per cent each in the last five sessions  Majority of the domestic brokerages including Motilal Oswal Edelweiss Kotak Securities and Nirmal Bang are positive on HDFC Bank Indias largest private lender and have recommended to buy it  Brokerage firm ShareKhan gave a buy rating to Mastek with a target price of Rs  earlier this month whereas ICICI Securities has downgraded Tata Power to hold recently  Larsen  Toubro Infotech Strides Pharma Science Sanofi India Suzlon Energy Macrotech Developers IOL Chemicals And Pharmaceuticals Tech Mahindra Linde India Delta Corp were the other counters to register doubledigit cuts   ETMarketscom Vijay Singhania Chairman TradeSmart said stocks with higher capitalization amongst midcaps in IT sector along with smaller banks can be chosen for investment whereas real estate sector can be avoided due to possible rate hikes  On the contrary about  stocks  Minda Corp NHPC Just Dial Deepak Fertilisers MRPL Bharat Dynamics Capri Global Godfrey Phillips and Adani Green  on the BSE index have rallied between  per cent during the same period   ETMarketscom 
positive,LIC claims a market share of  in total first year premium for financial year  The number of policies sold increased by  to  crore in the financial year  from  crore in the previous financial yearLife Insurance Corp of India LIC sold  crore insurance policies in fiscal  up from  crore the previous year a growth of  Its total premium increased  to Rs  lakh crore in March  from Rs  lakh crore a year ago  During  individual nonsingle premium rose  to Rs  crore from Rs  crore at the end of March  The total first year premium FYP of the life insurer rose by  to Rs  lakh crore in March  from Rs  lakh crore in the previous fiscal  LIC claims a market share of  in total first year premium for financial year  The number of policies sold increased by  to  crore in the financial year  from  crore in the previous financial year  Government owned LIC the largest life insurer in India had filed the draft red herring prospectus DRHP for a  stake sale by the government on February  The issue was initially planned for the last fiscal year but market volatilities due to Russias invasion of Ukraine delayed the process Market experts have pegged the IPO size at around Rs  crore  LICs embedded value the core of its market value has been set at Rs  lakh crore as on  September  according to the draft red herring prospectus  Despite losing market share over the years LIC continues to dominate the insurance ecosystem Though its  premium growth was lower than the  recorded by the industry and  by private sector players it still has  share in first year premiums and  share in terms of number of policies sold 
negative,AgenciesShares in Robinhood Markets Inc  the brokerage at the center of last years retail trading frenzy slipped to a record low on Thursday after it posted a  fall in firstquarter revenue and a decline in monthly active users   Shares of the Menlo Park Californiabased firm dropped more than  to  in extended trading following the results The shares which have lost more than  of their market value so far this year were sold in its IPO last July for  apiece   For most of our history Robinhood has operated in a period of low interest rates low inflation and rising markets Our customers are now experiencing all three of these trends going in the opposite direction perhaps for the first time in their lives said Robinhood Chief Executive Officer Vlad Tenev on a call with analysts   Trading volumes have eased from last years frenetic pace when retail investors used the platform to pump money into shares of socalled meme stocks including GameStop and AMC Entertainment   Robinhood said on Tuesday it was laying off about  of its fulltime employees adding rapid headcount growth had led to some duplicate roles and job functions   Were moving back to being a more lean company with a leaner operating model starting with the reduction in force that we announced earlier this week said Chief Financial Officer Jason Warnick on a call with reporters   Highgrowth technology stocks have come under pressure this year as the poor performance of shares and falling analyst confidence sours investor sentiment   Common with other highgrowth tech firms Robinhood has yet to turn a profit since its market debut The company reported a net loss of  million or  per share in the three months ended March A year earlier which was before its IPO it company posted net loss of  billion or  per share   Analysts on average had expected a net loss of  per share according to IBES data from Refinitiv   Total net revenues decreased to  million compared with  million a year earlier   Robinhoods monthly active users fell  to  million for March  compared with  million for March  The company attributed the decline to users with lower balances   Transactionbased revenue from cryptocurrencies which has been a boon for Robinhood in previous quarters fell  to  million  We
positive,ReutersNifty continues to climb a wall of worry as it looks to be in the final leg of its rally before heading for a correctionShares of Larsen  Toubro Infotech Ltd gained  per cent to Rs  in Mondays trade It hit a high of Rs  and low of Rs  during the session    On the technical charts the DMA of the stock stood at Rs  while the DMA was at Rs  If a stock trades above DMA and DMA it usually means the immediate trend is upward On the other hand if the stock trades below DMA and DMA it is considered a bearish trend and if trades between these averages then it suggests the stock can go either way    The stock traded above the signal line of momentum indicator moving average convergence divergence or MACD signalling a bullish bias on the counter The MACD is known for signalling trend reversal in traded securities or indices It is the difference between the day and day exponential moving averages A nineday exponential moving average called the signal line is plotted on top of the MACD to reflect buy or sell opportunities    On the other hand the Relative Strength Index RSI of the stock stands at  Traditionally a stock is considered overbought when the RSI value is above  and oversold when it is below     The return on equity RoE for the stock stood at  per cent while the Return on Capital Employed RoCE was at  RoCE is a financial ratio that determines a companys profitability and the efficiency of capital use while the RoE is a measure of profitability of a business in relation to the equit
negative,Getty ImagesINSIGHTS      	                    Read Stock Insights by ET for a quick analysis     	                NSEBSECMM Infraprojects LtdPEER COMPANIESExplore NowNEW DELHI The Nifty Auto index closed on a negative note on Friday    Shares of MRFup  per cent Ashok Leylandup  per cent and Bharat Forgeup  per cent ended the day as top gainers in the pack    On the other hand Escortsdown  per cent Hero MotoCorpdown  per cent TIINDIAdown  per cent Maruti Suzukidown  per cent and Eicher Motorsdown  per cent finished as the top losers of the day    The Nifty Auto index closed  per cent down at     Benchmark NSE Nifty index ended down  points at  while the BSE Sensex stood down  points at     Among the  stocks in the Nifty index  ended in the green while  closed in the red    Shares of Vodafone Idea YES Bank SAIL Suzlon Energy and RBL Bank were among the most traded shares on the NSE    Shares of Globesecure Technologies Ltd HAL Kohinoor Foods Globe Intl Carriers and CMM Infraprojects Ltd hit their fresh week highs in todays trade while Biofil Chem Vivimed Labs SKM Egg Prod JTL Infra and Jubilant Life hit their fresh week lows
positive,ShutterstockcomIndia year bond tumbled by  per cent to  after trading in    range on WednesdayThe domestic equity market was set to open on a positive note on Thursday tracking positive sentiments in Asian peers US stocks settled mixed in overnight trade as Netflix weighed on the techheavy Nasdaq Dollar gained some strength whereas crude oil was in a tight range Heres breaking down the premarket actions   STATE OF THE MARKETS  SGX Nifty signals positive startNifty futures on the Singapore Exchange traded  points or  per cent higher at  signaling that Dalal Street was headed for a positive start on Thursday  ETMarkets Smart Talk Indias investable landscape wider than other EMs despite premium valuations Piyush Sharma  Tech View Nifty on Wednesday snapped a fiveday losing streak and closed just above its day moving average after flirting with the day moving average at days high Analysts said the index needs to take out  level decisively before seeing any sustained momentum on the upside India VIX The fear gauge dropped as much as  per cent to  level on Wednesday over its close at  on Tuesday   Asian shares open with gainsAsian stocks opened mostly higher on Thursday despite a mixed finish on Wall Street where a big earnings miss by Netflix prompted a selloff of the streaming giants shares MSCIs index of AsiaPacific shares outside Japan was flat merely up by  per cent    Japans Nikkei jumped  Australias ASX  rallied  South Koreas Kospi gained  Chinas Shanghai advanced  Hong Kongs Hang Seng shed    US stocks settle mixThe techheavy Nasdaq dropped on Wednesday as Netflixs surprise decline in subscribers weighed on both the streaming giant and other highgrowth companies which investors feared may face similar postpandemic performance issues    Dow Jones rallied  to  SP  declined  to  Nasdaq retreated  to    Dollar edges upThe dollar edged up on Thursday supported by expectations for aggressive Federal Reserve monetary tightening but was well off the previous days peaks amid nervousness about what a gathering of finance ministers might say about its rapid appreciation    Dollar Index was pinned at  Euro eased down to  Pound slipped lower to  Yen struggled at  per dollar Yuan exchanged hands at  against the greenback   Oil prices remain rangeboundOil prices traded higher but in a narrow range on Thursday after being rocked earlier in the week by supply losses from Libya and a worrying outlook for demand as the International Monetary Fund cut its global growth forecasts  Brent crude futures rose  cents or  per cent to  a barrel at  GMT US West Texas Intermediate WTI crude futures gained  cents or  per cent to  a barrel   FIIs sell shares worth Rs  crNetnet foreign portfolio investors FPIs turned sellers of domestic stocks to the tune of Rs  crore data available with NSE suggested DIIs turned net buyers to the tune of Rs  crore data suggests   Q earnings todayHCL Technologies Nestle India ICICI Lombard General Insurance Company LT Technology Services Tata Communications Crisil Cyient Rallis India Rajratan Global Wire Sasken Technologies and Shiva Cement are the companies that will announce their March quarter results today   Stocks in FO ban todayOnly one stock Tata Power is under the FO ban for Thursday Securities in the ban period under the FO segment include companies in which the security has crossed  per cent of the marketwide position limit   MONEY MARKETS Rupee Snapping its fourday losing streak the rupee appreciated by  paise to settle at  against the US dollar on Wednesday tracking a weak greenback overseas and recovery in domestic equities   year bonds India year bond tumbled by  per cent to  after trading in    range on Wednesday   Call rates The overnight call money rate weighted average stood at  per cent on Wednesday according to RBI data It moved in a range of  per cent 
positive,Getty ImagesThe official list from AMFI is expected in the first week of July which will be applicable from August  till the end of January Mutual fund body AMFI is likely to announce the official list of the semiannual review for the second half of  Prior to this various brokerage firms and analysts have launched their initial expectations for the same  The official list from AMFI is expected in the first week of July which will be applicable from August  till the end of January   According to brokerage firm BK Securities two net listings Life Insurance Corporation of India LIC and Adani Wilmar would be added to the large cap categories BK has the cut of Rs  crore for the large cap companies  Furthermore about half a dozen companies including Adani Power Cholamandalam Financial Bank of Baroda Hindustan Aeronautics Bandhan Bank and Page Industries will be upgraded as largecaps from the midcaps list  However Edelweiss Alternative Research believes that Hindustan Aeronautics and Page Industries will not be upgraded to the largecap category  BK expects eight stocks  Torrent Pharma IDBI Bank HDFC AMC Godrej Properties SAIL Zydus Lifesciences Jubilant Foodworks  PB Fintech  to be downgraded to midcap universe from the largecaps  Edelweiss reported that Torrent Pharma and IDBI will remain in the largecap space whereas both the firms expect Delhivery Vedant Fashions and Motherson Sumi Wirings to be the new entry in the midcap space  BK expects seven stocks to move to midcaps from smallcaps which has the cut off Rs  crore The list includes Tata Teleservices KPR Mills Tanla Platforms Poonawalla Fincorp Phoenix Mills SKF India and Chambal Fertilizers  According to BK Securities about a dozen stocks will make their entry in the smallcap space after ther downgrade from the midcap segment  They include Aptus Value Housing Gillette India Ajanta Pharma Alkyl Amines Gujarat State Petronet Happiest Minds GR Infra IndiaMART Natco Pharma UCO Bank Aditya Birla Sun Life AMC and Nuvoco Vistas  Furthermore Edelweiss believes that recent listings such as Campus Activewear Rainbow Childrens Medicare Paradeep Phosphates Prudent Corporate Advisory Ethos AGS Transact Vedana Learning and Venus pipes will join the smallcap universe  As per the Circular released by Sebi in October  the listed stocks must be strictly categorised into baskets with a welldefined classification of largecap midcap and smallcap stocks  This was to ensure uniformity in respect of the investment universe for equity mutual fund schemes Sebi has also stipulated that AMFI shall prepare the list of stocks in this regard  Accordingly AMFI in consultation with SEBI and Stock Exchanges prepares the list of stocks with categorization based on the market capitalization provided by BSE NSE and MSEI    
positive,AgenciesIndia year bond yield rose  per cent to  after trading in  rangeShares of Zee Entertainment Enterprises Ltd traded at Rs  on BSE at PM IST on Monday up  per cent from previous close    The scrip quoted a week low price of Rs  and a high of Rs     Earlier shares of the company saw a gap up opening in the morning  ETMarkets Smart Talk Why this fund manager is happy to watch rally in Adani stocks from sidelines  A total of  lakh shares changed hands on the counter till PM IST    The stock of Zee Entertainment Enterprises Ltd commanded a market value of Rs  crore according to BSE    The stock traded at a pricetoearning PE multiple of  while the pricetobook value ratio stood at  Return on equity ROE was at  per cent according to exchange data    In the BSE pack  stocks traded in the green while  stocks were in the red    The stocks beta value which measures volatility in relation to the broader market stood at      PromotorFII Holding  Promoters held  per cent in Zee Entertainment Enterprises Ltd as of Mar while overseas and domestic institutional investors owned  per cent and  per cent respectively    Moving averages The DMA of the stock stood at  on May  while the DMA was at  If a stock trades below DMA and DMA it usually means the immediate trend is upward On the other hand if the stock trades below DMA and DMA it is considered as bearish trend and if trades between DMA and DMA then it suggests the stock can go either way 
negative,ShutterstockcomRSI has turned north from the  level confirming bullishnessNEW DELHI Shares of Gallantt Ispat GSS Infotech Swaraj Suiting Ltd Sumitomo Chemical and Cupid Ltd hit their fresh week highs at AMISTon NSE    Benchmark NSE Nifty index fell  points to  amid selling in frontline bluechip stocks    However stocks such as Future Retail Karda Const Zee Learn Future Enterprises DVRand Future Enterprises touched their fresh week low    Overall  shares traded in the green in Nifty index while  traded in the red    In the Nifty  index ONGC Britannia Power Grid NTPC and UPL were among top gainers while Apollo Hospital Titan Company Dr Reddys Cipla and Sun Pharma traded in the red    The BSE Sensex was trading  points down at  at AMIST    Traders were seen piling up positions in Industrial Equipment Holding Company Telecommunications Mining and Tobacco sectors while selling was visible in Agro Processing Tourism  Hospitality Media  Entertainment Learning  Education and Gems and Jewellery sectors    
negative,ReutersStocks in focus RIL Tata Motors Infosys IIFL Securities Apollo Hospitals Punjab National Bank NBCC and moreNEW DELHI Shares of Hardwyn India Ritco Logistics Eldeco Housing Cool Caps Industries Ltd and Nagreeka Export hit their fresh week highs at AMISTon NSE    Benchmark NSE Nifty index fell  points to  amid selling in frontline bluechip stocks    However stocks such as Vaxtex Cotfab and Innovative Tyres  T touched their fresh week low    Overall  shares traded in the green in Nifty index while  traded in the red    In the Nifty  index Maruti Suzuki HDFC Life TCS ITC and Kotak Bank were among top gainers while Hindalco Coal India Ltd Tata Steel Tata Motors and Grasim Inds traded in the red    The BSE Sensex was trading  points down at  at AMIST    Traders were seen piling up positions in Agro Processing Telecommunications Power Rubber and Tobacco sectors while selling was visible in Industrial Consumables Textiles Irrigation  Allied Services Metals  Non Ferrous and Mining sectors 
negative,ReutersOne must understand that while inflation will always tend to push asset prices higher this period of high inflation is cyclicalsan Francisco Federal Reserve Bank President Mary Daly said Wednesday she sees a couple of halfpoint interest rate hikes ahead as the central bank battles toohigh inflation lifting rates to  by the end of the year  I see a couple of  basis point hikes immediately in the next couple of meetings to get there And then we need to look around and see what else is going on Daly said in a CNBC interview Lets get there as quickly as we can she said on getting to neutral which she estimates at    T
positive,AgenciesMazhar Mohammad of Chartviewindiain said technical indicators are turning mixed as the weekly MACD chart has generated a buy signal giving an edge to the bullsNEW DELHI Stampede Cap McDowell Hold Swaraj Suiting Ltd GMR Power and Urban Infra Ltd and Ganga Forging and others were among the stocks that touched their week lows as of AMISTin Mondays session    Domestic benchmark index NSE Nifty gained  points to  while the BSE Sensex traded  points up at     On the other hand Shaily Engg Pla Genus Paper Boards Raj Rayon Cosmo Films and Vadilal Ind stocks hit their fresh week highs today    In the Nifty  index HDFC HDFC Bank HDFC Life Hero MotoCorp and Bharti Airtel were among the top gainers on the NSE    ONGC Infosys Maruti Suzuki MM and IndusInd Bank were among the top losers    
negative,Getty ImagesNagaraj Shetti Technical Research Analyst at HDFC Securities believes Mondays pattern could be considered as a High Wave which reflects high volatility in the market at swing highsShares of Voltas Ltd slipped  per cent to Rs  in Mondays trade It hit a high of Rs  and low of Rs  during the session    On the technical charts the DMA of the stock stood at Rs  while the DMA was at Rs  If a stock trades above DMA and DMA it usually means the immediate trend is upward On the other hand if the stock trades below DMA and DMA it is considered a bearish trend and if trades between these averages then it suggests the stock can go either way    The stock traded below the signal line of momentum indicator moving average convergence divergence or MACD signalling a bearish bias on the counter The MACD is known for signalling trend reversal in traded securities or indices It is the difference between the day and day exponential moving averages A nineday exponential moving average called the signal line is plotted on top of the MACD to reflect buy or sell opportunities    On the other hand the Relative Strength Index RSI of the stock stands at  Traditionally a stock is considered overbought when the RSI value is above  and oversold when it is below     The return on equity RoE for the stock stood at  per cent while the Return on Capital Employed RoCE was at  RoCE is a financial ratio that determines a companys profitability and the efficiency of capital use while the RoE is a measure of profitability of a business in relation to the equit
positive,Getty ImagesShrikant Chouhan of Kotak Securities said Nifty topping the  mark was completely unexpectedShares of the Tata Power Company Ltd traded at Rs  on BSE at PM IST on Monday up  per cent from previous close    The scrip quoted a week low price of Rs  and a high of Rs     Earlier the stock saw a gap up opening in the morning  ETMarkets Smart Talk Srikanth Subramanian decodes factors that could derail momentum on DSt  A total of  lakh shares changed hands on the counter till PM IST    The stock of Tata Power Company Ltd commands a market value of Rs  crore    The stock traded at a pricetoearning PE multiple of  while the pricetobook value ratio stood at  Return on equity ROE was at  per cent according to exchange data    In the BSE pack  stocks traded in the green while  stocks were in the red     Promotor Holding  Promoters held  per cent in the Tata Power Company Ltd as of Mar while overseas and domestic institutional investors owned  per cent and  per cent respectively
positive,Getty ImagesRetail and banking stocks rose  per cent and  per cent respectivelyShares of Petronet LNG Ltd gained  per cent to Rs  in Mondays trade It hit a high of Rs  and low of Rs  during the session    On the technical charts the DMA of the stock stood at Rs  while the DMA was at Rs  If a stock trades above DMA and DMA it usually means the immediate trend is upward On the other hand if the stock trades below DMA and DMA it is considered a bearish trend and if trades between these averages then it suggests the stock can go either way    The stock traded above the signal line of momentum indicator moving average convergence divergence or MACD signalling a bullish bias on the counter The MACD is known for signalling trend reversal in traded securities or indices It is the difference between the day and day exponential moving averages A nineday exponential moving average called the signal line is plotted on top of the MACD to reflect buy or sell opportunities    On the other hand the Relative Strength Index RSI of the stock stands at  Traditionally a stock is considered overbought when the RSI value is above  and oversold when it is below     The return on equity RoE for the stock stood at  per cent while the Return on Capital Employed RoCE was at  RoCE is a financial ratio that determines a companys profitability and the efficiency of capital use while the RoE is a measure of profitability of a business in relation to the equity
negative,Getty ImagesShrikant Chouhan of Kotak Securities said Nifty topping the  mark was completely unexpectedShares of Hindustan Petroleum Corporation Ltd slipped  per cent to Rs  in Mondays trade as of PM IST    The stock hit a high price of Rs  and low of Rs  during the session    The return on equity ROE for the stock stood at  per cent Traded volume on the counter stood at PM shares and turnover at Rs  crore around that time  ETMarkets Smart Talk Srikanth Subramanian decodes factors that could derail momentum on DSt  The stock of Hindustan Petroleum Corporation Ltd quoted a week high and week low prices of Rs  and Rs  respectively    The Beta value of the counter which measures its volatility in relation to the broader market stood at     PromotorFII Holding  Promoters held  per cent stake in the company as of Mar while FIIs held  per cent and domestic institutional investors had  per cent    Key Financials  The company reported consolidated sales of Rs  crore for the quarter ended Mar up  per cent from previous quarters Rs  crore and up  per cent from the yearago quarters Rs  crore    Net profit after tax for the latest quarter stood at Rs  crore down  per cent from the same quarter a year ago
